timestamp,tilt X,tilt Y,alpha,beta,xC_det7,yC_det7,Centroid_det7,xC_det8,yC_det8,Centroid_det8,xC_det17,yC_det17,Centroid_det17
2024-099-00:08:41.000000000,0.0112286058960969,89.893083006117,0.107505,174.004673,7.17315413912981e-05,0.0340639271436162,0.0340640026693814,6.02468603412985e-05,0.0257491800045919,0.0257492504860444,-0.000673767567540044,0.0222184054607245,0.0222286190293554
2024-099-00:08:41.100000000,0.0404828426856899,89.8816703936155,0.125063,161.113177,1.3144280390418e-05,0.0310247853792538,0.0310247881636744,0.000119229972264599,0.022743137880261,0.0227434504072458,-0.000609893381567704,0.0212731574733664,0.0212818983839207
2024-099-00:08:41.200000000,0.0669320902850487,89.8730802545438,0.143487,152.194707,0.000356434237656201,0.0281285080434638,0.0281307662554183,0.000391808520012242,0.0207498480885865,0.0207535469165098,-0.000559566081155364,0.0207968938551377,0.020804420400988
2024-099-00:08:41.300000000,0.0863667475886271,89.8668150402074,0.158737,147.037668,0.000247144729891159,0.0245971664698685,0.0245984080554806,-0.000170883917915766,0.0179583924233364,0.0179592054318655,-0.000539401675946891,0.020371290816214,0.0203784308445665
2024-099-00:08:41.400000000,0.0974298455401055,89.8625079108164,0.168513,144.677743,0.000251631576759859,0.0205926423941093,0.0205941797414242,-7.37885564126529e-05,0.0167679014647488,0.0167680638203277,-0.000584167954875442,0.0199639920587414,0.0199725369225092
2024-099-00:08:41.500000000,0.103990475274756,89.861055389631,0.17355,143.187617,0.00175199431375022,0.0167824527677103,0.0168736541678393,0.000299573364371811,0.0150791305299912,0.0150821060114678,-0.000644903341561791,0.0194425210173001,0.0194532137146569
2024-099-00:08:41.600000000,0.110020080389603,89.8633262608041,0.175454,141.166454,0.00191251175512156,0.0137637404935269,0.013895979763465,0.000370306612769384,0.012432506739081,0.0124380203732248,-0.000637339845920475,0.0190516806368426,0.0190623381873116
2024-099-00:08:41.700000000,0.115068997135021,89.867372913338,0.175587,139.054601,0.000582006676167024,0.00900562421756909,0.0090244113004212,0.00110202809038377,0.0105249447466197,0.0105824821205326,-0.000621400950238374,0.0185860436040472,0.0185964285816524
2024-099-00:08:41.800000000,0.118502283902991,89.8712809887553,0.174961,137.366408,0.000673064885244101,0.0065618142846518,0.00659624310088773,0.000718879110631363,0.00809082738464539,0.00812270120980884,-0.000614017817892995,0.0181479359793759,0.0181583203571315
2024-099-00:08:41.900000000,0.104126181929811,89.8800967803213,0.158805,139.028293,-1.88349984077258e-05,0.00199051418228094,0.00199060329222741,0.00104661364889603,0.00635068674698136,0.00643635162870551,-0.000591720796539886,0.01739287172349,0.0174029342437084
2024-099-00:08:42.000000000,0.0557742499868277,89.8986729757151,0.115663,151.16992,-2.11206300879256e-06,-0.00108254554198038,0.00108254760231213,0.00106186131067434,0.00502588268805655,0.00513683231546578,-0.000579388121108456,0.0170463656547249,0.0170562092104157
2024-099-00:08:42.100000000,0.00816333109070194,89.9193400393409,0.081072,174.220957,-1.35914932741034e-05,-0.00405732972813468,0.00405735249288188,0.00107175881455206,0.00344479327965692,0.00360766790269552,-0.000568604586913269,0.0166916450947532,0.0167013271073126
2024-099-00:08:42.200000000,0.0468839268373161,89.9344893074134,0.080559,144.40989,1.04875613855535e-05,-0.00644257013471829,0.00644257867082024,0.00108321869175122,0.00183359817273038,0.00212965842171917,-0.000560036845778204,0.0162524217688554,0.0162620679687854
2024-099-00:08:42.300000000,0.0796687598904319,89.9457651705801,0.096377,124.245213,1.44420013810632e-05,-0.00801971352636321,0.00801972653002189,0.00108839183425976,0.000261793751862664,0.00111943412195522,-0.000549842208027453,0.0158604185053314,0.0158699464907097
2024-099-00:08:42.400000000,0.106508367044495,89.9546224052494,0.115772,113.076269,8.8324949155193e-06,-0.00906054171809955,0.00906054602319246,0.00108004209961024,-0.00121297706596661,0.0016241318602538,-0.000539224318268504,0.0156146350663551,0.0156239428801073
2024-099-00:08:42.500000000,0.111708229653046,89.9705304661017,0.11553,104.778379,9.30949666978493e-06,-0.00991116140110612,0.00991116577328338,0.00107369207715065,-0.00222263236173337,0.00246838191776729,-0.000531650227625505,0.0153985552968917,0.0154077304362442
2024-099-00:08:42.600000000,0.0798368984903924,90.0028288537633,0.079887,87.970694,-8.26773407237689e-06,-0.00984626032178156,0.00984626379291742,0.00105086505698571,-0.00213207849953018,0.00237698887169302,-0.000525112365575779,0.0152845739612487,0.0152935916047658
2024-099-00:08:42.700000000,0.0349692664915832,90.0384343599981,0.051962,42.297306,-2.55002752025508e-06,-0.00862322007534997,0.00862322045239243,0.00105143148302643,-0.00091899703567535,0.00139644681784851,-0.000528751489052595,0.0153766538915275,0.0153857421997447
2024-099-00:08:42.800000000,0.0062045552694433,90.0639758367347,0.064276,5.539382,5.16437500249759e-06,-0.00720450866068768,0.0072045105116651,0.00105402137525759,0.000821174615490561,0.00133614700112898,-0.000535582695070199,0.0156314702946157,0.0156406429661542
2024-099-00:08:42.900000000,0.0280756352205743,90.0822227991743,0.086884,18.85289,1.15662529947597e-06,-0.00587522128441902,0.00587522139826853,0.00104661133132783,0.00193204529977083,0.00219731525258219,-0.000541714418501997,0.0158268202347049,0.0158360883191802
2024-099-00:08:43.000000000,0.0510429840134469,90.0960314986798,0.108754,27.991705,-9.81700320465397e-06,-0.00465150870590323,0.00465151906527808,0.00103254668777079,0.00232069857839935,0.00254003829778435,-0.000548337012754475,0.0159528348387087,0.0159622558828843
2024-099-00:08:43.100000000,0.0705336172058135,90.0937596548022,0.117328,36.953479,-1.27096748252949e-05,-0.0033779347132027,0.00337795862356157,0.00102342867748501,0.00285136275444489,0.00302946790960629,-0.000554852233835812,0.0160937990298356,0.0161033607738922
2024-099-00:08:43.200000000,0.0869097376444707,90.0635369621774,0.107658,53.830669,1.2358135575748e-06,-0.00198990980569855,0.00198991018944333,0.00103184577501704,0.00455334255297315,0.00466879364591503,-0.000564418641738376,0.0163578164966342,0.0163675510978491
2024-099-00:08:43.300000000,0.099433384766958,90.0242257620514,0.102342,76.307348,-8.98665160604157e-06,-0.00126996385693358,0.00126999565267945,0.00101665686303733,0.00528372329577688,0.00538064336706088,-0.000563557586273738,0.0164060801929173,0.0164157565908331
2024-099-00:08:43.400000000,0.107287206240009,89.9947414388343,0.107416,92.806039,-8.64584538615725e-06,-0.0015089040725067,0.00150892884214921,0.00101215183209064,0.00508182322926352,0.00518163860807435,-0.00056095743881624,0.0163754576229962,0.0163850628808896
2024-099-00:08:43.500000000,0.111261075347716,89.9722354360664,0.114673,104.011648,-6.17744128023086e-06,-0.00233352493662078,0.00233353311324519,0.00100999054946688,0.0041656045600822,0.00428629703368654,-0.000554328102459468,0.0161947746197684,0.0162042588423621
2024-099-00:08:43.600000000,0.112735634833781,89.9538579762559,0.121813,112.258965,-2.52663361947983e-06,-0.00336403986488045,0.00336404081372125,0.00101309787540159,0.00272990614242232,0.00291183015500189,-0.000546625807602734,0.0159577183883102,0.0159670778771242
2024-099-00:08:43.700000000,0.0995933794476872,89.9424267989637,0.115037,120.031431,4.76343441351072e-06,-0.00504616147703709,0.0050461637253106,0.0010157252091543,0.00122140634770621,0.00158856261026394,-0.000536132172560793,0.0155830419901613,0.0155922620351758
2024-099-00:08:43.800000000,0.060078464489764,89.9406290001648,0.084465,134.660642,2.22342022209982e-05,-0.00685830195106065,0.00685833799193877,0.00101852442153289,-0.000271980848351506,0.00105421325125845,-0.000526878455023541,0.015189318789814,0.0151984540728643
2024-099-00:08:43.900000000,0.014179456473166,89.9436568275748,0.0581,165.874145,2.88459221304261e-05,-0.0084721262675789,0.00847217537477972,0.00101438723149878,-0.00175467572950121,0.00202678769759646,-0.000517344396351707,0.0148015035344983,0.0148105419247981
2024-099-00:08:44.000000000,0.0222660000224272,89.947119516712,0.057377,157.165851,3.22643484192177e-05,-0.00980994395391385,0.00980999701157497,0.0010191028953984,-0.00319392815187011,0.00335257330281052,-0.000509875886860881,0.0144766303692715,0.0144856066586289
2024-099-00:08:44.100000000,0.0476280840913553,89.9509571345068,0.068364,135.838455,3.88720770766303e-05,-0.010921675915061,0.0109217450909641,0.00102386830163898,-0.0046096818645465,0.004722020032934,-0.000502517544422055,0.0142221809979385,0.0142310560472712
2024-099-00:08:44.200000000,0.0680882337272844,89.9552580387194,0.081473,123.309596,4.09806906217934e-05,-0.0118428693381947,0.0118429402421255,0.00102406624477006,-0.00593780625968052,0.00602546718945333,-0.000495378713688838,0.0140075178994834,0.0140162747466766
2024-099-00:08:44.300000000,0.0675039918044871,89.9549355247884,0.081164,123.72636,2.86510851538095e-05,-0.0127709917847974,0.0127710239233995,0.00100471674766037,-0.00724796888954829,0.00731727468166183,-0.000484067523292013,0.0137830887644896,0.013791586466281
2024-099-00:08:44.400000000,0.0302248190313424,89.944850322597,0.062889,151.275019,3.14881580834976e-05,-0.014264286592093,0.0142643213468242,0.00100605820558637,-0.00866075980988718,0.00871899728165944,-0.000474913891508451,0.0133713061533969,0.0133797373461595
2024-099-00:08:44.500000000,0.0213757648900394,89.9317239366422,0.071544,162.615781,2.07314030403491e-05,-0.016614276071317,0.0166142890057025,0.0009946035384549,-0.0100505065804251,0.0100995999288029,-0.000462791813899365,0.0130367149832434,0.0130449267463384
2024-099-00:08:44.600000000,0.0574315674092765,89.9221959248027,0.096705,143.56686,2.55472923885624e-05,-0.0191867972241053,0.0191868142322556,0.000996123898932302,-0.0114121410539481,0.011455532561048,-0.000452646306601157,0.012728398784659,0.0127364447276385
2024-099-00:08:44.700000000,0.0850359337635879,89.9150219864018,0.120218,134.980449,2.86655154792907e-05,-0.0218606783998373,0.0218606971941173,0.000999976929834567,-0.0127282235352001,0.0127674440755471,-0.000442175215636353,0.0124662917837473,0.0124741312226081
2024-099-00:08:44.800000000,0.107786029006163,89.9091258781782,0.140982,130.134106,2.53813837824259e-05,-0.0245246899045359,0.0245247030385342,0.000997488523679993,-0.0139949861506057,0.0140304889690459,-0.000428188633034351,0.0122061682408134,0.0122136762945684
2024-099-00:08:44.900000000,0.126240444958068,89.9108043380263,0.154572,125.243206,3.13588434730093e-05,-0.0270937582338667,0.0270937763815287,0.000987776900982427,-0.0152737521751138,0.015305659368773,-0.000414062461142772,0.0119454319173303,0.0119526060511213
2024-099-00:08:45.000000000,0.141341474331829,89.9261385606073,0.159477,117.590363,3.973819165262e-05,-0.0295140035629611,0.0295140303150612,0.000990204410489715,-0.016651254468696,0.0166806708544897,-0.000403155814272753,0.0116613896123754,0.0116683564524829
2024-099-00:08:45.100000000,0.152727406548443,89.9461975885857,0.161927,109.406163,3.7863895244378e-05,-0.0308001873736486,0.0308002106474359,0.000979627470028961,-0.0180199008675641,0.0180465092817662,-0.000390335272693216,0.0113205955795093,0.0113273229802948
2024-099-00:08:45.200000000,0.159784488238842,89.9618271293086,0.164281,103.436212,5.2338640296507e-05,-0.0315279439933607,0.0315279874362725,0.000993048037673376,-0.0190784198787728,0.0191042468963285,-0.000386050091044644,0.0111571588519837,0.0111638357351402
2024-099-00:08:45.300000000,0.163522461800836,89.9744790623409,0.165502,98.870563,6.00614625234172e-05,-0.0321366367957345,0.0321366929213359,0.00099590563980178,-0.0197571342232967,0.0197822188027721,-0.000381763601299109,0.011006639356624,0.0110132580726169
2024-099-00:08:45.400000000,0.165121361259011,89.9853158527003,0.165773,95.081898,5.92390340565171e-05,-0.0325158968921312,0.0325159508543555,0.000990919385861221,-0.0201197281631463,0.0201441153339673,-0.000377987365902192,0.0109487681613217,0.010955290899796
2024-099-00:08:45.500000000,0.160186848248544,89.9918115545494,0.160396,92.926296,7.72306127261042e-05,-0.03268178041537,0.0326818716674245,0.0010047488693758,-0.0202747597920456,0.0202996405119811,-0.000379261178350722,0.0109430394928019,0.0109496096908715
2024-099-00:08:45.600000000,0.145085432041586,89.9918350274466,0.145315,93.22103,7.70341084481713e-05,-0.0328574145992624,0.0328575049022546,0.00100048643638528,-0.0204395649088325,0.0204640364242192,-0.000376678681873964,0.0109173029255546,0.0109237992474094
2024-099-00:08:45.700000000,0.126573179219681,89.9883520737069,0.127108,95.25784,7.71672879701954e-05,-0.0331403553328415,0.0331404451747005,0.000996521551683086,-0.0207086533784046,0.0207326163315168,-0.000373938366735721,0.0108940583984957,0.0109004742232598
2024-099-00:08:45.800000000,0.112162467943977,89.9847013894523,0.113201,97.767026,7.83382447347426e-05,-0.0335284029339734,0.0335284944514881,0.000993682212693969,-0.0210800811034797,0.0211034884241707,-0.00037064810439326,0.0108050632960055,0.0108114186325374
2024-099-00:08:45.900000000,0.100838178624023,89.980959871164,0.10262,100.692614,7.51514325768593e-05,-0.0340200368997391,0.0340201199056886,0.000986889806319985,-0.0215622886288058,0.0215848614172468,-0.000366277847120891,0.0107095217578484,0.0107157834871334
2024-099-00:08:46.000000000,0.0918290264453612,89.9771054602383,0.09464,103.999396,6.97766419172988e-05,-0.0345555843366862,0.0345556547851374,0.000977865804529937,-0.022139285983278,0.0221608710429225,-0.000360576509420457,0.0105939298245579,0.0106000643652198
2024-099-00:08:46.100000000,0.0847686762060388,89.9774257528344,0.087723,104.912011,8.5039033502526e-05,-0.0350892120779936,0.0350893151242886,0.000989187818217453,-0.0227011669925174,0.0227227083632623,-0.000358772151554643,0.0104279238046243,0.0104340937475078
2024-099-00:08:46.200000000,0.0792364174055306,89.9861660018888,0.080435,99.903523,9.89336451072933e-05,-0.0354112728159516,0.0354114110183693,0.000999061529173936,-0.0230075397766889,0.023029220796957,-0.00035917884633139,0.0104071500400599,0.0104133463113435
2024-099-00:08:46.300000000,0.07539102799011,89.9978739373943,0.075421,91.615339,0.000110984597969159,-0.0354005699183206,0.0354007438922248,0.00100719031108056,-0.0229913106510471,0.0230133612880798,-0.000359638337554746,0.0103499874545464,0.010356233873523
2024-099-00:08:46.400000000,0.0732104604793245,90.0070382389391,0.073548,84.508631,0.000116149935909291,-0.0351256935561305,0.0351258855917797,0.00100852992683677,-0.0227187009244997,0.0227410752672382,-0.000359551783707728,0.0102657973931861,0.0102720919779329
2024-099-00:08:46.500000000,0.072239589158876,90.0144059748759,0.073662,78.722064,0.00011276611648556,-0.0346606718929279,0.0346608553308517,0.0010013982056937,-0.0222619797968295,0.0222844910832806,-0.000359266948596764,0.0102439052319301,0.0102502032731609
2024-099-00:08:46.600000000,0.0720914974363146,90.0206038031784,0.074978,74.050033,0.000118839623605249,-0.0339881688977923,0.0339883766585136,0.00100368019482443,-0.0216031942299208,0.0216264970549825,-0.000361369125241814,0.0102466385318828,0.0102530087704899
2024-099-00:08:46.700000000,0.0698811940135174,90.0268781596369,0.074872,68.961944,0.000129718705616003,-0.0331950971047398,0.0331953505590119,0.00101092094717829,-0.0208282684763436,0.0208527870771294,-0.000365461111409934,0.0103054607072072,0.0103119388192398
2024-099-00:08:46.800000000,0.0629213842425658,90.0342706737334,0.071649,61.42471,0.000139998453012347,-0.0321615904249952,0.0321618951281169,0.00101751718502736,-0.0198193665909391,0.0198454688351739,-0.000370437432163728,0.0103836919211272,0.0103902974839044
2024-099-00:08:46.900000000,0.0541363075973844,90.0413307731366,0.06811,52.639813,0.000140912937224907,-0.0309573785832284,0.0309576992879187,0.00101483512941814,-0.0186450639179418,0.0186726618039324,-0.000374350111563653,0.0104669972500046,0.0104736893899729
2024-099-00:08:47.000000000,0.0467473642729707,90.0465891877603,0.065999,45.097108,0.000154074016277211,-0.0295909161756097,0.0295913172892734,0.0010243804451592,-0.0173128101545043,0.0173430894232351,-0.000380975256052507,0.0105840841700453,0.0105909385733432
2024-099-00:08:47.100000000,0.0405709117690008,90.0502220408166,0.064562,38.932354,0.000172381393990014,-0.0281271181400681,0.0281276463681259,0.00103895288150417,-0.0158770259610079,0.0159109828878201,-0.00038927303476281,0.0107539322201556,0.0107609754061282
2024-099-00:08:47.200000000,0.0358124210179751,90.0527076046848,0.063723,34.194333,0.000160684967381652,-0.026712233523003,0.0267127168114025,0.00102379532026478,-0.0144464819151447,0.0144827137160962,-0.000392147747537786,0.0109885962296296,0.0109955912507572
2024-099-00:08:47.300000000,0.030391097487641,90.0484584503851,0.0572,32.094209,0.00016667639453882,-0.0253499278873263,0.0253504758320852,0.00102628756286572,-0.0131187982940288,0.0131588804554607,-0.000397152991782608,0.0111112934689979,0.0111183889594256
2024-099-00:08:47.400000000,0.022537533773636,90.0321393238989,0.039254,35.039862,0.000164385354081391,-0.0244254210384509,0.0244259741965441,0.00102047447980308,-0.0122159460502721,0.0122584952611276,-0.000398139554077485,0.0111529683803266,0.0111600725265155
2024-099-00:08:47.500000000,0.0148238446210322,90.0123651951082,0.019304,50.167088,0.000153771545399267,-0.0240680584393381,0.0240685496598273,0.00100650274008176,-0.011863793006589,0.0119064113934041,-0.000394949835044845,0.0110850683794782,0.0110921019806847
2024-099-00:08:47.600000000,0.00969225662661542,89.9975301486802,0.010002,104.296259,0.000155010931412033,-0.0241058534963623,0.0241063518844503,0.00100429316461299,-0.0118951656385295,0.0119374859299829,-0.000394155484965507,0.0110739516436714,0.0110809640173002
2024-099-00:08:47.700000000,0.0066623236068414,89.9864113502882,0.015134,153.881937,0.000158863268368461,-0.0244518680130526,0.024452384073251,0.00100466889800194,-0.0122259671645873,0.0122671770470707,-0.00039276181717637,0.0110263694043273,0.0110333623200599
2024-099-00:08:47.800000000,0.00497807516853741,89.9773188710618,0.023221,167.620952,0.000155594058978004,-0.0249779399156787,0.0249784245288297,0.000997836273415278,-0.0127806413459109,0.0128195347201586,-0.000387853378228539,0.0108804097105748,0.0108873204101364
2024-099-00:08:47.900000000,0.00682349676821094,89.9723567074236,0.028473,166.134235,0.000163941366822442,-0.0255601210675091,0.0255606468180576,0.00100194279804807,-0.0134774514920235,0.0135146434688602,-0.000385709804947525,0.0107604536785287,0.0107673643674483
2024-099-00:08:48.000000000,0.0320900414614708,89.9736125138028,0.041546,129.430292,0.000169822330734402,-0.0261392134518061,0.026139765100381,0.0010039529124361,-0.0141378546235976,0.0141734559938065,-0.000382785809762049,0.0106201031619623,0.010626999395261
2024-099-00:08:48.100000000,0.062183367513753,89.977640940048,0.066081,109.776881,0.0001695447968626,-0.0266611244238485,0.0266616635074046,0.00100101058612351,-0.0146833527809924,0.0147174342561674,-0.000379216267969459,0.010531694458919,0.0105385194953522
2024-099-00:08:48.200000000,0.0843179578917128,89.9813171201912,0.086363,102.493539,0.000168664437600207,-0.0271459470259354,0.0271464709976711,0.000996673668939139,-0.0151561710201207,0.0151889064252007,-0.000375429434448862,0.0104404741901098,0.0104472220506027
2024-099-00:08:48.300000000,0.100557731020693,89.9847734906818,0.101704,98.610342,0.000149476260153592,-0.0275204473870044,0.0275208533213131,0.000974287259268417,-0.0155136246589615,0.0155441881654434,-0.00036811362558327,0.0103739805996944,0.0103805096755495
2024-099-00:08:48.400000000,0.113520036806224,89.988196828824,0.114132,95.935954,0.000147150050206147,-0.0278084644398532,0.0278088537635022,0.00096871715956925,-0.0157873168199325,0.0158170093667598,-0.000364768927509155,0.0103202660906857,0.0103267104420059
2024-099-00:08:48.500000000,0.123913943867597,89.9918298036589,0.124183,93.772299,0.000142569677354527,-0.0279800468996265,0.0279804101224088,0.000960930817871053,-0.015947602449928,0.0159765269047339,-0.000361971468869638,0.0103252003756467,0.0103315432604006
2024-099-00:08:48.600000000,0.132882191661204,89.9961483756786,0.132938,91.660265,0.000142350874832021,-0.0280548941413906,0.0280552552841032,0.00095744015907971,-0.0160143062475519,0.0160429017402899,-0.000360417920386089,0.0103102786124981,0.010316576280175
2024-099-00:08:48.700000000,0.139880765897708,90.0002559160033,0.139881,89.895176,0.000128504720548088,-0.0280088453109001,0.0280091400994949,0.000940481652684224,-0.015963551136208,0.0159912310538421,-0.000355861344775567,0.0102662295450189,0.0102723953568642
2024-099-00:08:48.800000000,0.144773271813746,90.0035176200302,0.144816,88.608136,0.000133953125375066,-0.0278868937250407,0.0278872154413365,0.000942791330103256,-0.0158394194418711,0.015867452969763,-0.000355419822577784,0.0101796547394742,0.0101858575419638
2024-099-00:08:48.900000000,0.147796756510122,90.0060614426979,0.147921,87.651506,0.000133290562655681,-0.0276897259905872,0.0276900468003919,0.000939032074966159,-0.0156420556722399,0.0156702165553405,-0.000354468911545846,0.010107112179236,0.0101133261003942
2024-099-00:08:49.000000000,0.149740226092652,90.0080787748029,0.149958,86.911783,0.000144803345352621,-0.0274571366922522,0.0274575185212694,0.000947428717305934,-0.015410727156975,0.0154398229485025,-0.000356456065767811,0.0100410116708838,0.0100473367765616
2024-099-00:08:49.100000000,0.138794888927062,90.0127578809408,0.13938,84.7482,0.000153586829786657,-0.0270818397153709,0.0270822752235355,0.000953124540595131,-0.0150403411018928,0.0150705111675474,-0.00035834297765435,0.00999996769874411,0.0100063861441361
2024-099-00:08:49.200000000,0.102847148421568,90.023002068903,0.105388,77.393112,0.000153815939349571,-0.0264513610661411,0.0264518082859105,0.000950350632773615,-0.0144224630318144,0.0144537402159187,-0.000359848004484855,0.0100424331219941,0.0100488782257551
2024-099-00:08:49.300000000,0.0604036277375746,90.0345043807829,0.069564,60.263695,0.00015159396708381,-0.0255383250947839,0.025538775017172,0.000945156103863443,-0.013530546738155,0.0135635177993788,-0.000361934160565775,0.0101118039746958,0.0101182792983421
2024-099-00:08:49.400000000,0.0294720227176404,90.0428852577833,0.052036,34.49801,0.000158521318695565,-0.024433378222607,0.0244338924524409,0.000949105007961479,-0.0124525362732527,0.0124886532481614,-0.000366712562403566,0.0102105306698592,0.0102171138127927
2024-099-00:08:49.500000000,0.0086236702546463,90.049008054955,0.049761,9.979849,0.000153657261008413,-0.0231716682912452,0.0231721777559503,0.000941297901274178,-0.0112217019640587,0.0112611116995216,-0.000369052462210456,0.010333677167029,0.0103402651567666
2024-099-00:08:49.600000000,0.0150756341534009,90.0537591779194,0.055833,15.665041,0.000143527043554668,-0.0219308392495189,0.0219313089030379,0.000928611596219918,-0.00994072797421156,0.00998400681860275,-0.000370892856790301,0.0104940804355074,0.010500632633233
2024-099-00:08:49.700000000,0.0212964897085791,90.0514701122215,0.055702,22.478024,0.000120963730252991,-0.0206605443512473,0.020660898458535,0.000903165088750438,-0.00867947499009359,0.00872633905376119,-0.000369549782481715,0.010626956540327,0.0106333801000308
2024-099-00:08:49.800000000,0.00929883708815029,90.0362771848462,0.03745,14.376942,0.000125176522407929,-0.0197268483240297,0.0197272454732291,0.000904392275852882,-0.00776776270354845,0.00782023419133089,-0.000372629855438707,0.0107079670051212,0.0107144486741936
2024-099-00:08:49.900000000,0.012048777805921,90.0170883948541,0.020909,35.187106,0.000119742527803816,-0.0192864267316821,0.0192867984473708,0.000896068640730694,-0.00733470178768753,0.00738923469130651,-0.000371941524680569,0.0107402459474203,0.0107466843030238
2024-099-00:08:50.000000000,0.0276653878917834,90.0024875775924,0.027777,84.861976,0.000126568410486084,-0.019229035714069,0.0192294522557319,0.000899997748061297,-0.00727393922132572,0.00732940568818891,-0.000371886213279632,0.0106581844106263,0.0106646703787104
2024-099-00:08:50.100000000,0.0407490755576591,89.9914470693601,0.041637,101.853885,0.000131757272633591,-0.019440357440196,0.0194408039283738,0.000902349801677279,-0.00747409889080589,0.00752837229380514,-0.000370933428555401,0.0106339776228915,0.010640445089026
2024-099-00:08:50.200000000,0.0522659265593551,89.9823739405689,0.055158,108.636059,0.00013318589088436,-0.0198765766283043,0.0198770228390065,0.000900919993331108,-0.00789403663041796,0.00794527980355407,-0.00036787586571089,0.0105279172877214,0.010534342650098
2024-099-00:08:50.300000000,0.0666168642807373,89.9781843356311,0.070098,108.132558,0.000118417458431781,-0.0203657100730186,0.0203660543422803,0.000883743996284341,-0.00839711005611131,0.00844348629094726,-0.000360859902033997,0.0103983751907706,0.0104046348555309
2024-099-00:08:50.400000000,0.0880814531966241,89.9812836920647,0.090048,101.996267,0.000105876117985282,-0.0208116763841329,0.020811945696408,0.000868523957367074,-0.0088341725252043,0.00887676394130176,-0.000354718546906145,0.0102973664197424,0.0103034741922304
2024-099-00:08:50.500000000,0.110121500478257,89.9877658789561,0.110799,96.339361,0.000119376254518155,-0.0210910937002713,0.0210914315342456,0.000879224073598419,-0.00910022734649166,0.00914260207651135,-0.000355620943053673,0.0102924243698816,0.0102985661946152
2024-099-00:08:50.600000000,0.126160850921126,89.9934648134012,0.12633,92.965291,0.000113718850573065,-0.0212371746495939,0.0212374791129816,0.000870857798636819,-0.00923694454156926,0.00927790589354477,-0.000353094117405757,0.0103009666575035,0.0103070165195727
2024-099-00:08:50.700000000,0.137911306275542,89.998641203128,0.137918,90.564498,0.000109147516236357,-0.0212494985681296,0.02124977888302,0.000863518972647547,-0.00924346370392557,0.00928371080236302,-0.000350979880520426,0.0102705689864069,0.0102765643179554
2024-099-00:08:50.800000000,0.146648447348186,90.0035743226302,0.146692,88.603786,0.000115272266793809,-0.0211473295945698,0.0211476437618203,0.000866998686596457,-0.0091391275517742,0.00918016008194619,-0.000350743051118785,0.0101867712473999,0.0101928077159712
2024-099-00:08:50.900000000,0.140191999217489,90.0107950005539,0.140607,85.596834,0.00010667690740711,-0.0208887315605105,0.0208890039535072,0.000855767794774916,-0.00888328009668195,0.0089244049546555,-0.000348015937166137,0.0101079902225657,0.0101139795052197
2024-099-00:08:51.000000000,0.106032013171728,90.0223842113049,0.108369,78.079443,0.000118504396398656,-0.0203363280095198,0.0203366732825884,0.000864911738154135,-0.00834175527762994,0.00838647443367377,-0.000352376446828154,0.0101523421931469,0.0101584556487209
2024-099-00:08:51.100000000,0.0633497856415309,90.0346087866915,0.072187,61.351675,0.000114677898112691,-0.0194955633621156,0.0194959006415857,0.000858503890580573,-0.00752028315354283,0.00756912727067012,-0.000353828266000738,0.0102286056906308,0.0102347236805019
2024-099-00:08:51.200000000,0.0316164045585203,90.0435124918956,0.053786,36.002357,0.000108582119760147,-0.0184712329730877,0.0184715521173185,0.000849835917633382,-0.0065211277378576,0.00657627007203593,-0.000355377796889393,0.010312365283558,0.0103184868619413
2024-099-00:08:51.300000000,0.00959582390594826,90.0498070568872,0.050723,10.904989,0.00010386842549109,-0.0172650904009066,0.0172654028392416,0.000842428865769057,-0.00534086622204454,0.00540689729841961,-0.000357721347500704,0.0104446025900935,0.0104507266650432
2024-099-00:08:51.400000000,0.0162794404360944,90.0546091215397,0.056984,16.599766,0.000104874578902132,-0.0161173694365473,0.0161177106386561,0.000840760922863079,-0.00414396565597112,0.00422839571082009,-0.000362453852146426,0.0106411194447541,0.0106472905394969
2024-099-00:08:51.500000000,0.0380091468758323,90.0553330109691,0.06713,34.485815,0.000107579994817697,-0.0149945225679627,0.0149949084857637,0.000840998332252496,-0.00296329850519996,0.00308032729198892,-0.000368064607618677,0.0108316672510436,0.01083791894197
2024-099-00:08:51.600000000,0.0697666786163531,90.0498909278831,0.08577,54.431036,0.000113145611568703,-0.0138721062873252,0.0138725677066744,0.000844139131409997,-0.00186210518128982,0.00204450643906152,-0.000373197895940654,0.0109463667213812,0.0109527266499487
2024-099-00:08:51.700000000,0.101982306262841,90.0418703965792,0.110243,67.678671,9.6220589833703e-05,-0.012898368781022,0.0128987276741991,0.000824801086223857,-0.000911763068071485,0.00122947497906024,-0.00037292716182174,0.0110247540059556,0.0110310595846391
2024-099-00:08:51.800000000,0.125592855998684,90.0356114095374,0.130544,74.169528,9.10424931078963e-05,-0.0120699258612575,0.0120702692195247,0.000817144194313143,-0.000102647543567654,0.00082356611908222,-0.000374688375935778,0.0110906674122596,0.0110969948647559
2024-099-00:08:51.900000000,0.142636603022061,90.0302693300242,0.145813,78.018864,8.72305008204735e-05,-0.0114002940003406,0.0114006277219492,0.000810920886501194,0.000551768581643252,0.000980837015947343,-0.000375945642508845,0.0111146562214184,0.0111210124559968
